cpv_supp_id;cpv_order;cpv_name_bg;cpv_name_cs;cpv_name_da;cpv_name_de;cpv_name_el;cpv_name_en;cpv_name_es;cpv_name_et;cpv_name_fi;cpv_name_fr;cpv_name_ga;cpv_name_hr;cpv_name_hu;cpv_name_it;cpv_name_lt;cpv_name_lv;cpv_name_mt;cpv_name_nl;cpv_name_pl;cpv_name_pt;cpv_name_ro;cpv_name_sk;cpv_name_sl;cpv_name_sv
"QB41-9";"766";"За право, свързано с попечителство";"Opatrovnické právo";"Om værgelovgivning";"Für Vormundschaftsrecht";"Για δίκαιο κηδεμονίας";"For guardianship law";"Sobre normativa en materia de tutela";"Hooldusõiguse alased";"Ala: huostaanotto";"Pour le droit en matière de tutelle";"For guardianship law";"Za pravo u vezi sa starateljstvom";"Gyámságra vonatkozó jogszabályok területén";"Per il diritto in materia di tutela";"Globos (rūpybos) teisė";"Par aizbildnības tiesībām";"Għal-liġi dwar il-kura (u l-kustodja)";"Inzake voogdijrecht";"W zakresie prawa opiekuńczego";"Para o direito relativo à tutela de menores";"Pentru drept în materie de curatelă";"Pre opatrovnícke právo";"Za pravo o skrbništvu";"Beträffande lagstiftning om godmanskap"
"QB42-2";"767";"За право, свързано със задържане под стража";"Právo týkající se vazby";"Om lovgivning om varetægtsfængsling";"Für Haftrecht";"Για δίκαιο επιμέλειας";"For custody law";"Sobre normativa en materia de custodia";"Eeskosteõiguse alased";"Ala: holhous";"Pour le droit en matière de garde d'enfants";"For custody law";"Za pravo u vezi sa skrbništvom nad djecom";"Fogva tartásra vonatkozó jogszabályok területén";"Per il diritto in materia di custodia";"Sulaikymo teisė";"Par ieslodzījuma jomas tiesībām";"Għal-liġi dwar il-kustodja";"Inzake wetgeving betreffende inbewaringstelling";"W zakresie prawa dotyczącego dozoru";"Para o direito relativo à detenção de cidadãos";"Pentru drept în materie de detenţie";"Pre právo o väzbe";"Za pravo o priporu";"Beträffande lagstiftning om kvarhållande"
"QB43-5";"768";"Относно земя (като собственост)";"Týkající se půdy";"Om jordejendom";"Für Grundstücksfragen";"Για γη";"On land";"Sobre la tierra";"Maa-alased";"Ala: maa";"En matière foncière";"On land";"O zemlji";"Földdel kapcsolatban";"In materia di terreni";"Žemės klausimai";"Par zemi";"Fuq l-art";"Inzake grond";"Dotyczące gruntów";"Sobre a terra";"Privind terenurile";"Týkajúce sa pôdy";"O zemlji";"Beträffande mark"
"QB44-8";"769";"Относно вода";"Týkající se vody";"Om vand";"Betreffend Wasser";"Για νερό";"On water";"Sobre el agua";"Veekogude alased";"Ala: vesi";"En matière d'eau";"On water";"O vodi";"Vizekkel kapcsolatban";"In materia di acqua";"Vandens klausimai";"Par ūdeni";"Fuq l-ilma";"Inzake water";"Dotyczące wód";"Sobre a água";"Privind apele";"Týkajúce sa vody";"O vodi";"Beträffande vatten"
"QB45-1";"770";"Относно рибарство";"Týkající se rybářství a rybolovu";"Om fiskeri";"Betreffend die Fischerei";"Για αλιεία";"On fisheries";"Sobre pesquerías";"Kalandusalased";"Ala: kalastus";"En matière de pêche";"On fisheries";"O ribarstvu";"Halászattal kapcsolatban";"In materia di pesca";"Žvejybos klausimai";"Par zvejniecību";"F'ilmijiet tas-sajd";"Inzake visserij";"Dotyczące rybołówstwa";"Sobre a pesca";"Privind pescuitul";"Týkajúce sa chovu a lovu rýb";"O ribištvu";"Beträffande fiskerifrågor"
"QB46-4";"771";"Относно растения";"Týkající se rostlin";"Om planter";"Betreffend Pflanzen";"Για φυτά";"On plants";"Sobre plantas";"Taimede alased";"Ala: kasvit";"En matière de plantes";"On plants";"O biljkama";"Növényekkel kapcsolatban";"In materia di piante";"Augalų klausimai";"Par augiem";"Fuq il-pjanti";"Inzake planten";"Dotyczące roślin";"Sobre as plantas";"Privind plantele";"Týkajúce sa rastlín";"O rastlinah";"Beträffande växter"
"QB47-7";"772";"Относно животни";"Týkající se zvířat";"Om dyr";"Betreffend Tiere";"Για ζώα";"On animals";"Sobre animales";"Loomade alased";"Ala: eläimet";"En matière d'animaux";"On animals";"O životinjama";"Állatokkal kapcsolatban";"In materia di animali";"Gyvūnų klausimai";"Par dzīvniekiem";"Fuq l-annimali";"Inzake dieren";"Dotyczące zwierząt";"Sobre os animais";"Privind animalele";"Týkajúce sa zvierat";"O živalih";"Beträffande djur"
"QB48-0";"773";"Относно храни";"Týkající se potravin";"Om fødevarer";"Betreffend Lebensmittel";"Για τρόφιμα";"On food";"Sobre alimentos";"Toiduainete alased";"Ala: elintarvikkeet";"En matière d'alimentation";"On food";"O hrani";"Élelmiszerekkel kapcsolatban";"In materia di alimenti";"Maisto klausimai";"Par pārtiku";"Fuq l-ikel";"Inzake voedsel";"Dotyczące żywności";"Sobre os alimentos";"Privind alimentele";"Týkajúce sa potravín";"O hrani";"Beträffande livsmedel"
"QB49-3";"774";"Относно гори";"Týkající se lesnictví";"Om skovbrug";"Betreffend die Forstwirtschaft";"Για δασοκομία";"On forestry";"Sobre silvicultura";"Metsandusalased";"Ala: metsät";"En matière de sylviculture";"On forestry";"O šumarstvu";"Erdészettel kapcsolatban";"In materia di silvicoltura";"Miškininkystės klausimai";"Par mežsaimniecību";"Fuq il-forestrija";"Inzake bosbouw";"Dotyczące leśnictwa";"Sobre a silvicultura";"Privind silvicultura";"Týkajúce sa lesníctva";"O gozdarstvu";"Beträffande skogsbruk"
"QB50-6";"775";"Относно флора и фауна";"Týkající se flóry a fauny";"Om vilde dyr og planter";"Betreffend wildlebende Tiere";"Για την άγρια ζωή";"On wildlife";"Sobre fauna y flora silvestres";"Eluslooduse alased";"Ala: luonnonvaraiset eläimet ja kasvit";"En matière de faune et de flore";"On wildlife";"O divljini";"Vadvilággal kapcsolatban";"In materia di fauna selvatica";"Laukinės gyvūnijos ir augalijos klausimai";"Par savvaļas faunu un floru";"Fuq l-annimali slevaġġi";"Inzake in het wild levende planten en dieren";"Dotyczące dzikiej przyrody";"Sobre a vida selvagem";"Privind flora şi fauna sălbatice";"Týkajúce sa fauny a flóry";"O prostoživečih živalih in rastlinah";"Beträffande vilda djur och växter"
"QB51-9";"776";"Относо национални паркове";"Týkající se národních parků";"Om nationalparker";"Betreffend Naturschutzparks";"Για εθνικά πάρκα";"On national park";"Sobre parques nacionales";"Looduskaitsealade alased";"Ala: kansallispuistot";"En matière de parcs nationaux";"On national park";"O nacionalnom parku";"Nemzeti parkkal kapcsolatban";"In materia di parchi nazionali";"Nacionalinių parkų klausimai";"Par nacionālo parku";"Fuq park nazzjonali";"Inzake nationale parken";"Dotyczące parków narodowych";"Sobre os parques nacionais";"Privind parcurile naţionale";"Týkajúce sa národných parkov";"O nacionalnem parku";"Beträffande nationalparker"
"QB52-2";"777";"Относно околна среда";"Týkající se životního prostředí";"Om miljø";"Für Umweltfragen";"Για το περιβάλλον";"On environment";"Sobre medio ambiente";"Keskkonnaalased";"Ala: ympäristö";"En matière d'environnement";"On environment";"O okolišu";"Környezettel kapcsolatban";"In materia di ambiente";"Aplinkos klausimai";"Par vidi";"Fuq l-ambjent";"Inzake milieu";"Dotyczące środowiska naturalnego";"Sobre o ambiente";"Privind mediul înconjurător";"Týkajúce sa životného prostredia";"O okolju";"Beträffande miljöfrågor"
"QB53-5";"778";"Относно биологичното разнообразие";"Týkající se biologické rozmanitosti";"Om biologisk mangfoldighed";"Betreffend die biologische Vielfalt";"Για τη βιοποικιλότητα";"On biodiversity";"Sobre biodiversidad";"Bioloogilise mitmekesisuse alased";"Ala: biologinen monimuotoisuus";"En matière de biodiversité";"On biodiversity";"O biološkoj raznolikosti";"Biológiai sokféleséggel kapcsolatban";"In materia di biodiversità";"Biologinės įvairovės klausimai";"Par bioloģisko daudzveidību";"Fuq il-bijodiversità";"Inzake biodiversiteit";"Dotyczące różnorodności biologicznej";"Sobre a biodiversidade";"Privind biodiversitatea";"Týkajúce sa biologickej rozmanitosti";"O biološki raznovrstnosti";"Beträffande biologisk mångfald"
"QB54-8";"779";"Относно областта на автомобилите";"Týkající se automobilového odvětví";"Om bil- og motorcykelsektoren";"Betreffend die Automobilindustrie";"Για τον κλάδο αυτοκινήτου";"On automotive sector";"Sobre el sector de la automoción";"Mootorsõidukisektori alased";"Ala: autot";"Concernant le secteur automobile";"On automotive sector";"O automobilskom sektoru";"Gépjárműiparral kapcsolatban";"Riguardante il settore automobilistico";"Automobilių sektoriaus klausimai";"Par automobiļu nozari";"Settur awtomotiv";"Inzake de automobielsector";"Dotyczące sektora motoryzacyjnego";"Sobre o sector automóvel";"Privind sectorul auto";"Týkajúce sa automobilového odvetvia";"O avtomobilskem sektorju";"Beträffande bilindustrin"
"QB55-1";"780";"Относно областта на аеронавтиката";"Týkající se leteckého odvětví";"Om luftfartssektoren";"Betreffend die Luftfahrtindustrie";"Για τον κλάδο αεροναυτικής";"On aeronautics sector";"Sobre el sector aeronáutico";"Lennundussektori alased";"Ala: ilmailu";"Concernant le secteur aéronautique";"On aeronautics sector";"O sektoru aeronautike";"Repülőiparral kapcsolatban";"Riguardante il settore aeronautico";"Oreivystės sektoriaus klausimai";"Par aeronautikas nozari";"Settur aeronawtiku";"Inzake de luchtvaartsector";"Dotyczące sektora aeronautyki";"Sobre o sector da aeronáutica";"Privind sectorul aeronautic";"Týkajúce sa leteckého odvetvia";"O sektorju aeronavtike";"Beträffande flygindustrin"
"QB56-4";"781";"Относно областта на космическата индустрия";"Týkající se odvětví kosmického průmyslu";"Om rumindustrisektoren";"Betreffend die Raumfahrtindustrie";"Για τον κλάδο διαστημικής βιομηχανίας";"On space industry sector";"Sobre el sector de la industria espacial";"Kosmosetööstussektori alased";"Ala: avaruusala";"Concernant le secteur aérospatial";"On space industry sector";"O sektoru svemirske industrije";"Űriparral kapcsolatban";"Riguardante il settore dell'industria spaziale";"Kosmoso pramonės sektoriaus klausimai";"Par kosmosa rūpniecības nozari";"Settur ta' l-industrija spazjali";"Inzake de ruimtevaartindustrie";"Dotyczące sektora kosmicznego";"Sobre o sector da indústria espacial";"Privind sectorul aerospaţial";"Týkajúce sa odvetvia kozmického priemyslu";"O sektorju vesoljske industrije";"Beträffande rymdindustrin"
"QB57-7";"782";"По политически въпроси";"Týkající se politických otázek";"Om politiske forhold";"Für politische Fragestellungen";"Για πολιτικά ζητήματα";"On political issues";"Sobre asuntos políticos";"Poliitiliste küsimuste alased";"Ala: poliittiset kysymykset";"Concernant des questions politiques";"On political issues";"O političkim pitanjima";"Politikai kérdésekben";"Riguardante questioni politiche";"Politiniai klausimai";"Par politiskiem jautājumiem";"Kwistjonijiet politiċi";"Inzake politieke vraagstukken";"Dotyczące kwestii politycznych";"Sobre questões políticas";"Privind aspectele politice";"Týkajúce sa politických otázok";"O političnih vprašanjih";"Beträffande politiska frågor"
"RA01-9";"783";"Във фармацевтиката";"Ve farmacii";"Farmaci";"Im pharmazeutischen Bereich";"Στη φαρμακολογία";"In pharmaceutics";"En farmacia";"Farmaatsias";"Farmasia";"En pharmacie";"In pharmaceutics";"U farmaciji";"Gyógyszerészeti";"Nel settore farmaceutico";"Farmaciniai";"Farmācijā";"Fil-farmaċewtika";"Op farmaceutisch gebied";"W farmacji";"Em farmácia";"În farmaceutică";"Vo farmácii";"V farmaciji";"I farmakologi"
"RA02-2";"784";"В бактериологията";"V bakteriologii";"Bakteriologi";"In der Bakteriologie";"Στη βακτηριολογία";"In bacteriology";"En bacteriología";"Bakterioloogias";"Bakteriologia";"En bactériologie";"In bacteriology";"U bakteriologiji";"Bakteriológiai";"In batteriologia";"Bakteriologiniai";"Bakterioloģijā";"Fil-batterjoloġija";"Op het gebied van de bacteriologie";"W bakteriologii";"Em bacteriologia";"În bacteriologie";"V bakteriológii";"V bakteriologiji";"I bakteriologi"
"RA03-5";"785";"В биомедицината";"V biomedicíně";"Biomedicin";"In der Biomedizin";"Στη βιοϊατρική";"In biomedical";"En biomedicina";"Biomeditsiinis";"Biolääketiede";"En biomédecine";"In biomedical";"U biomedicini";"Orvosbiológiai";"Nel settore biomedico";"Biomedicininiai";"Biomedicīnā";"Fil-bijomediċina";"Op biomedisch gebied";"W biomedycynie";"Em biomedicina";"În biomedicină";"V biomedicíne";"V biomedicini";"I biomedicin"
"RA04-8";"786";"В кардиологията";"V kardiologii";"Kardiologi";"In der Kardiologie";"Στην καρδιολογία";"In cardiology";"En cardiología";"Kardioloogias";"Kardiologia";"En cardiologie";"In cardiology";"U kardiologiji";"Kardiológiai";"In cardiologia";"Kardiologiniai";"Kardioloģijā";"Fil-kardjoloġija";"Op het gebied van de cardiologie";"W kardiologii";"Em cardiologia";"În cardiologie";"V kardiológii";"V kardiologiji";"I kardiologi"
"RA05-1";"787";"В анатомията";"V anatomii";"Anatomi";"In der Anatomie";"Στην ανατομία";"In anatomy";"En anatomía";"Anatoomias";"Anatomia";"En anatomie";"In anatomy";"U anatomiji";"Anatómiai";"In anatomia";"Anatominiai";"Anatomijā";"Fl-anatomija";"Op het gebied van de anatomie";"W anatomii";"Em anatomia";"În anatomie";"V anatómii";"V anatomiji";"I anatomi"
"RA06-4";"788";"В патологията";"V patologii";"Patologi";"In der Pathologie";"Στην παθολογία";"In pathology";"En patología";"Patoloogias";"Patologia";"En pathologie";"In pathology";"U patologiji";"Patológiai";"In patologia";"Patologijos (tyrimai)";"Patoloģijā";"Fil-patoloġija";"Op het gebied van de pathologie";"W patologii";"Em patologia";"În patologie";"V patológii";"V patologiji";"I patologi"
"RA07-7";"789";"В ембриологията";"V embryologii";"Embryologi";"In der Embryologie";"Στην εμβρυολογία";"In embryology";"En embriología";"Embrüoloogias";"Embryologia";"En embryologie";"In embryology";"U embriologiji";"Embriológiai";"In embriologia";"Embriologiniai";"Embrioloģijā";"Fl-embrijoloġija";"Op het gebied van de embryologie";"W embriologii";"Em embriologia";"În embriologie";"V embryológii";"V embriologiji";"I embryologi"
"RA08-0";"790";"В епидемиологията";"V epidemiologii";"Epidemiologi";"In der Epidemiologie";"Στην επιδημιολογία";"In epidemiology";"En epidemiología";"Epidemioloogias";"Epidemiologia";"En épidémiologie";"In epidemiology";"U epidemiologiji";"Járványtani";"In epidemiologia";"Epidemiologiniai";"Epidemioloģijā";"Fl-epidemoloġija";"Op het gebied van de epidemiologie";"W epidemiologii";"Em epidemiologia";"În epidemiologie";"V epidemiológii";"V epidemiologiji";"I epidemiologi"
"RA09-3";"791";"В генетиката";"V genetice";"Genetik";"In der Genetik";"Στη γενετική";"In genetics";"En genética";"Geneetikas";"Genetiikka";"En génétique";"In genetics";"U genetici";"Genetikai";"In genetica";"Genetiniai";"Ģenētikā";"Fil-ġenetika";"Op het gebied van de genetica";"W genetyce";"Em genética";"În genetică";"V genetike";"V genetiki";"I genetik"
"RA10-6";"792";"В имунологията";"V imunologii";"Immunologi";"In der Immunbiologie";"Στην ανοσολογία";"In immunology";"En inmunología";"Immunoloogias";"Immunologia";"En immunologie";"In immunology";"U imunologiji";"Immunológiai";"In immunologia";"Imunologiniai";"Imunoloģijā";"Fl-immunoloġija";"Op het gebied van de immunologie";"W immunologii";"Em imunologia";"În imunologie";"V imunológii";"V imunologiji";"I immunologi"
"RA11-9";"793";"В офталмологията";"V oftalmologii";"Oftalmologi";"In der Ophtalmologie";"Στην οφθαλμολογία";"In ophthalmology";"En oftalmología";"Oftalmoloogias";"Oftalmologia";"En ophthalmologie";"In ophthalmology";"U oftalmologiji";"Szemészeti";"In oftalmologia";"Oftalmologiniai";"Oftalmoloģijā";"Fl-oftalmoloġija";"Op het gebied van de oogheelkunde";"W okulistyce";"Em oftalmologia";"În oftalmologie";"V oftalmológii";"V oftalmologiji";"I oftalmologi"
"RA12-2";"794";"Във физиологията";"Ve fyziologii";"Fysiologi";"In der Physiologie";"Στη φυσιολογία";"In physiology";"En fisiología";"Füsioloogias";"Fysiologia";"En physiologie";"In physiology";"U fiziologiji";"Fiziológiai";"In fisiologia";"Fiziologiniai";"Fizioloģijā";"Fil-fiżjoloġija";"Op het gebied van de fysiologie";"W fizjologii";"Em fisiologia";"În fiziologie";"Vo fyziológii";"V fiziologiji";"I fysiologi"
"RA13-5";"795";"В токсикологията";"V toxikologii";"Toksikologi";"In der Toxikologie";"Στην τοξικολογία";"In toxicology";"En toxicología";"Toksikoloogias";"Toksikologia";"En toxicologie";"In toxicology";"U toksikologiji";"Toxikológiai";"In tossicologia";"Toksikologiniai";"Toksikoloģijā";"Fit-tossikoloġija";"Op het gebied van de toxicologie";"W toksykologii";"Em toxicologia";"În toxicologie";"V toxikológii";"V toksikologiji";"I toxikologi"
"RA14-8";"796";"В неврологията";"V neurologii";"Neurologi";"In der Neurologie";"Στη νευρολογία";"In neurology";"En neurología";"Neuroloogias";"Neurologia";"En neurologie";"In neurology";"U neurologiji";"Neurológiai";"In neurologia";"Neurologiniai";"Neiroloģijā";"Fin-newroloġija";"Op het gebied van de neurologie";"W neurologii";"Em neurologia";"În neurologie";"V neurológii";"V nevrologiji";"I neurologi"
"RA15-1";"797";"В урологията";"V urologii";"Urologi";"In der Urologie";"Στην ουρολογία";"In urology";"En urología";"Uroloogias";"Urologia";"En urologie";"In urology";"U urologiji";"Urológiai";"In urologia";"Urologiniai";"Uroloģijā";"Fl-uroloġija";"Op het gebied van de urologie";"W urologii";"Em urologia";"În urologie";"V urológii";"V urologiji";"I urologi"
"RA16-4";"798";"В дерматологията";"V dermatologii";"Dermatologi";"In der Dermatologie";"Στη δερματολογία";"In dermatology";"En dermatología";"Dermatoloogias";"Dermatologia";"En dermatologie";"In dermatology";"U dermatologiji";"Dermatológiai";"In dermatologia";"Dermatologiniai";"Dermatoloģijā";"Fid-dermatoloġija";"Op het gebied van de dermatologie";"W dermatologii";"Em dermatologia";"În dermatologie";"V dermatológii";"V dermatologiji";"I dermatologi"
"RB01-0";"799";"За микроикономика";"Pro mikroekonomiku";"Mikroøkonomi";"Für die Mikroökonomie";"Για μικροοικονομική";"For micro-economics";"Para microeconomía";"Mikromajanduse alased";"Mikrotaloustiedettä varten";"Pour la microéconomie";"For micro-economics";"Za mikroekonomiju";"Mikroökonómiai";"Per la microeconomia";"Mikroekonomikos";"Mikroekonomikā";"Għall-mikroekonomija";"Op het gebied van de micro-economie";"W zakresie mikroekonomii";"Para a microeconomia";"Pentru microeconomie";"Pre mikroekonómiu";"Za mikroekonomijo";"I mikroekonomi"
"RB02-3";"800";"За макроикономика";"Pro makroekonomiku";"Makroøkonomi";"Für die Makroökonomie";"Για μακροοικονομική";"For macro-economics";"Para macroeconomía";"Makromajanduse alased";"Makrotaloustiedettä varten";"Pour la macroéconomie";"For macro-economics";"Za makroekonomiju";"Makroökonómiai";"Per la macroeconomia";"Makroekonomikos";"Makroekonomikā";"Għall-makroekonomija";"Op het gebied van de macro-economie";"W zakresie makroekonomii";"Para a macroeconomia";"Pentru macroeconomie";"Pre makroekonómiu";"Za makroekonomijo";"I makroekonomi"
"RB03-6";"801";"За промишлена икономика";"Pro průmyslovou ekonomiku";"Erhvervsøkonomi";"Für die Industrieökonomie";"Για βιομηχανική οικονομία";"For industrial economics";"Para economía industrial";"Tööstusökonoomika alased";"Toimialatutkimusta varten";"Pour l'économie industrielle";"For industrial economics";"Za industrijsku ekonomiju";"Ipargazdasági";"Per l'economia industriale";"Pramonės ekonomikos";"Rūpniecības ekonomikā";"Għall-ekonomija industrijali";"Op het gebied van de industriële economie";"W zakresie ekonomii przemysłu";"Para a economia industrial";"Pentru economie industrială";"Pre priemyselnú ekonómiu";"Za industrijsko ekonomiko";"I industriell ekonomi"
"RB04-9";"802";"За икономика на конкуренцията";"Pro ekonomiku v oblasti hospodářské soutěže";"Konkurrenceøkonomi";"Für die Wettbewerbsökonomie";"Για οικονομία ανταγωνισμού";"For competition economics";"Para economía de la competencia";"Konkurentsimajanduse alased";"Kilpailutaloustiedettä varten";"Pour l'économie de la concurrence";"For competition economics";"Za ekonomiku natjecanja";"Versenygazdasági";"Per l'economia della concorrenza";"Konkurencijos ekonomikos";"Konkurences ekonomikā";"Għall-ekonomija tal-kompetizzjoni";"Op het gebied van de concurrentie-economie";"W zakresie ekonomii konkurencji";"Para a economia de concorrência";"Pentru economia concurenţei";"Pre ekonómiu hospodárskej súťaže";"Za ekonomiko konkurence";"Om konkurrensfrågor"
"RB05-2";"803";"За регулаторна икономика";"Pro ekonomiku v oblasti regulace";"Reguleringsøkonomi";"Für die Regulierungsökonomie";"Για κανονιστική οικονομική";"For regulatory economics";"Para economía de regulación";"Käsumajanduse alased";"Sääntelyyn liittyvää taloustiedettä varten";"Pour l'économie de la régulation";"For regulatory economics";"Za regulatornu ekonomiju";"Gazdaságszabályozási";"Per l'economia della regolamentazione";"Reguliavimo ekonomikos";"Regulēšanas ekonomikā";"Għall-ekonomija tar-regolazzjoni";"Op het gebied van de regelingseconomie";"W zakresie ekonomii regulacji";"Para a economia da regulamentação";"Pentru economia reglementării";"Pre ekonómiu v oblasti regulácie";"Za ekonomiko uravnavanja trgov";"I regleringsekonomi"
"RB06-5";"804";"За икономика на търговията";"Pro ekonomiku obchodu";"Handelsøkonomi";"Für die Handelsökonomie";"Για οικονομία εμπορίου";"For trade economics";"Para economía comercial";"Kaubandusökonoomika alased";"Kauppataloustiedettä varten";"Pour l'économie en matière de commerce";"For trade economics";"Za ekonomiku trgovine";"Kereskedelmi gazdasági";"Per l'economia del commercio";"Prekybos ekonomikos";"Tirdzniecības ekonomikā";"Għall-ekonomija tal-kummerċ";"Op het gebied van de handelseconomie";"W zakresie ekonomii handlu";"Para a economia do comércio";"Pentru economie comercială";"Pre ekonómiu obchodu";"Za ekonomiko trgovine";"I handelsekonomi"
"RB07-8";"805";"За международна икономика";"Pro mezinárodní ekonomiku";"International økonomi";"Für die internationale Ökonomie";"Για διεθνή οικονομική";"For international economics";"Para economía internacional";"Rahvusvahelise majanduse alased";"Kansainvälistä taloustiedettä varten";"Pour l'économie internationale";"For international economics";"Za međunarodnu ekonomiju";"Nemzetközi gazdasági";"Per l'economia internazionale";"Tarptautinės ekonomikos";"Starptautiskajā ekonomikā";"Għall-ekonomija internazzjonali";"Op het gebied van de internationale economie";"W zakresie gospodarki międzynarodowej";"Para a economia internacional";"Pentru economie internaţională";"Pre medzinárodnú ekonómiu";"Za mednarodno ekonomiko";"I internationell ekonomi"
"RB08-1";"806";"За национална икономика";"Pro národní ekonomiku";"National økonomi";"Für die Nationalökonomie";"Για εθνική οικονομία";"For national economics";"Para economía nacional";"Riikliku majanduse alased";"Kansallista taloustiedettä varten";"Pour l'économie nationale";"For national economics";"Za nacionalnu ekonomiju";"Nemzetgazdasági";"Per l'economia nazionale";"Šalies ekonomikos";"Valsts ekonomikā";"Għall-ekonomija nazzjonali";"Op het gebied van de nationale economie";"W zakresie gospodarki krajowej";"Para a economia nacional";"Pentru economie naţională";"Pre národnú ekonómiu";"Za nacionalno ekonomiko";"I nationell ekonomi"
"RB09-4";"807";"За регионална икономика";"Pro regionální ekonomiku";"Regional økonomi";"Für die Regionalökonomie";"Για περιφερειακή οικονομία";"For regional economics";"Para economía regional";"Piirkondliku majanduse alased";"Aluetaloustiedettä varten";"Pour l'économie régionale";"For regional economics";"Za regionalnu ekonomiju";"Regionális gazdasági";"Per l'economia regionale";"Regiono ekonomikos";"Reģionālajā ekonomikā";"Għall-ekonomija reġjonali";"Op het gebied van de regionale economie";"W zakresie gospodarki regionalnej";"Para a economia regional";"Pentru economie regională";"Pre regionálnu ekonómiu";"Za regionalno ekonomiko";"I regional ekonomi"
"RB10-7";"808";"За географска икономика";"Pro geografickou ekonomiku";"Geografisk økonomi";"Für die geografische Ökonomie";"Για γεωγραφική οικονομία";"For geographical economics";"Para economía geográfica";"Majandusgeograafia alased";"Maantieteellistä taloustiedettä varten";"Pour l'économie géographique";"For geographical economics";"Za geografsku ekonomiju";"Gazdaságföldrajzi";"Per l'economia geografica";"Geografinės ekonomikos";"Ģeogrāfiskajā ekonomikā";"Għall-ekonomija ġeografika";"Op het gebied van de geografische economie";"W zakresie ekonomii geograficznej";"Para a economia geográfica";"Pentru economie geografică";"Pre geografickú ekonómiu";"Za geografsko ekonomiko";"I geografisk ekonomi"
"RB11-0";"809";"За икономика на банките";"Pro bankovní ekonomiku";"Bankøkonomi";"Für die Bankwirtschaft";"Για τραπεζική οικονομική";"For banking economics";"Para economía bancaria";"Pangamajanduse alased";"Pankkitaloustiedettä varten";"Pour l'économie bancaire";"For banking economics";"Za ekonomiju bankarstva";"Banküzemtani";"Per l'economia bancaria";"Bankų ekonomikos";"Banku ekonomikā";"Għall-eknomija tal-banek";"Op het gebied van de bankeconomie";"W zakresie ekonomii bankowości";"Para a economia bancária";"Pentru economie bancară";"Pre ekonómiu bankovníctva";"Za bančno ekonomiko";"I bankekonomi"
"RB12-3";"810";"За застрахователна икономика";"Pro ekonomiku v oblasti pojišťovnictví";"Forsikringsøkonomi";"Für die Versicherungswirtschaft";"Για οικονομική ασφαλειών";"For insurance economics";"Para economía de seguros";"Kindlustusmajanduse alased";"Vakuutustaloustiedettä varten";"Pour l'économie de l'assurance";"For insurance economics";"Za ekonomiju osiguranja";"Biztosításgazdasági";"Per l'economia delle assicurazioni";"Draudimo ekonomikos";"Apdrošināšanas ekonomikā";"Għall-ekonomija ta' l-assigurazzjoni";"Op het gebied van de verzekeringseconomie";"W zakresie ekonomii ubezpieczeń";"Para a economia de seguros";"Pentru economia asigurărilor";"Pre ekonómiu poisťovníctva";"Za zavarovalništvo";"I försäkringsekonomi"
"RB13-6";"811";"За иконометрия";"Pro ekonometriku";"Økonometri";"Für die Ökonometrie";"Για οικονομομετρία";"For econometrics";"Para econometría";"Ökonomeetria alased";"Ekonometriaa varten";"Pour l'économétrie";"For econometrics";"Za ekonometriju";"Ökonometriai";"Per l'econometria";"Ekonometrijos";"Ekonometrijā";"Għal ekonometrija";"Op het gebied van de econometrie";"W zakresie ekonometrii";"Para a econometria";"Pentru econometrie";"Pre ekonometriku";"Za ekonometrijo";"I ekonometri"
"RB14-9";"812";"За парична икономика";"Pro monetární ekonomiku";"Monetær økonomi";"Für die monetäre Ökonomie";"Για νομισματική οικονομική";"For monetary economics";"Para economía monetaria";"Rahandusalased";"Rahataloustiedettä varten";"Pour l'économie monétaire";"For monetary economics";"Za monetarnu ekonomiju";"Monetáris gazdasági";"Per l'economia monetaria";"Pinigų ekonomikos";"Monetārajā ekonomikā";"Għall-ekonomija monetarja";"Op het gebied van de monetaire economie";"W zakresie gospodarki walutowej";"Para a economia monetária";"Pentru economie monetară";"Pre monetárnu ekonómiu";"Za monetarno ekonomijo";"I monetär ekonomi"
"RB15-2";"813";"За световна валутна икономика";"Pro devizovou ekonomiku";"Valutaøkonomi";"Für die Devisenwirtschaft";"Για συναλλαγματική οικονομική";"For foreign exchange economics";"Para economía de divisas";"Valuutamajanduse alased";"Valuuttataloustiedettä varten";"Pour l'économie cambiaire";"For foreign exchange economics";"Za ekonomiju međunarodne razmjene";"Devizagazdálkodási";"Per l'economia in materia di cambi";"Užsienio valiutos keitimo ekonomikos";"Ārvalstu valūtas maiņas ekonomikā";"Għall-eknomija tal-kambju";"Op het gebied van de deviezeneconomie";"W zakresie ekonomii obrotów dewizowych";"Para a economia de câmbio de divisas";"Pentru economia în domeniul schimburilor valutare";"Pre devízovú ekonómiu";"Za ekonomiko mednarodne menjave";"I valutaekonomi"
